current_price,competitor_price,recommended_price,action,confidence,positioning
46.86,48.73,46.86,hold,0.998,Competitive
99.34,98.57,99.34,hold,1.0,Competitive
60.8,64.62,60.8,hold,1.0,Competitive
81.5,77.87,74.98,decrease,1.0,Competitive
94.23,97.01,94.23,hold,0.999,Competitive
31.99,33.26,31.99,hold,1.0,Competitive
55.71,59.41,55.71,hold,0.999,Competitive
29.9,27.34,27.51,decrease,1.0,Competitive
78.24,82.21,78.24,hold,1.0,Competitive
37.26,36.21,34.28,decrease,1.0,Competitive
33.11,36.63,33.11,hold,1.0,Competitive
43.39,46.62,43.39,hold,0.999,Competitive
32.5,33.55,32.5,hold,1.0,Competitive
54.44,54.21,50.08,decrease,1.0,Competitive
64.15,62.99,59.02,decrease,1.0,Competitive
53.17,57.21,53.17,hold,0.999,Competitive
48.26,45.59,44.4,decrease,1.0,Competitive
54.23,53.12,49.89,decrease,1.0,Competitive
43.94,46.11,43.94,hold,0.999,Competitive
55.61,60.47,55.61,hold,0.999,Competitive
52.49,49.16,48.29,decrease,1.0,Competitive
75.34,72.6,69.31,decrease,1.0,Competitive
69.88,74.06,69.88,hold,1.0,Competitive
19.04,23.46,19.04,hold,0.999,Underpriced
87.96,86.31,87.96,hold,1.0,Competitive
23.55,22.19,21.67,decrease,1.0,Competitive
17.47,20.69,17.47,hold,0.999,Underpriced
23.81,25.65,23.81,hold,1.0,Competitive
61.21,65.96,61.21,hold,0.999,Competitive
18.01,13.13,15.76,decrease,0.979,Overpriced
11.77,12.67,12.95,increase,1.0,Competitive
82.43,85.63,82.43,hold,0.999,Competitive
97.76,102.73,97.76,hold,0.999,Competitive
13.99,13.53,12.87,decrease,1.0,Competitive
79.29,83.3,79.29,hold,0.999,Competitive
69.65,71.95,69.65,hold,1.0,Competitive
46.99,43.1,43.23,decrease,1.0,Competitive
92.64,93.07,92.64,hold,1.0,Competitive
28.84,32.37,28.84,hold,1.0,Underpriced
33.83,32.79,31.12,decrease,1.0,Competitive
21.67,21.26,19.94,decrease,1.0,Competitive
26.83,31.2,26.83,hold,1.0,Underpriced
79.03,79.42,79.03,hold,1.0,Competitive
46.64,50.28,46.64,hold,0.999,Competitive
34.78,33.55,32.0,decrease,1.0,Competitive
73.67,71.76,67.78,decrease,1.0,Competitive
32.26,28.04,29.68,decrease,1.0,Overpriced
22.88,25.58,22.88,hold,0.999,Underpriced
44.42,47.28,44.42,hold,1.0,Competitive
77.97,79.58,77.97,hold,1.0,Competitive
25.55,26.21,25.55,hold,0.999,Competitive
34.97,30.13,32.19,decrease,0.995,Overpriced
76.98,72.25,70.82,decrease,1.0,Competitive
43.6,41.49,40.11,decrease,1.0,Competitive
47.54,49.11,47.54,hold,0.999,Competitive
72.07,71.78,66.3,decrease,1.0,Competitive
30.5,29.83,28.06,decrease,1.0,Competitive
11.23,7.97,9.56,decrease,1.0,Overpriced
42.68,43.51,42.68,hold,0.999,Competitive
50.81,52.81,50.81,hold,1.0,Competitive
79.86,75.13,73.47,decrease,1.0,Competitive
86.9,84.96,79.95,decrease,1.0,Competitive
15.06,12.81,13.86,decrease,0.999,Overpriced
91.73,91.42,84.39,decrease,1.0,Competitive
97.64,101.62,97.64,hold,1.0,Competitive
64.83,62.0,59.64,decrease,1.0,Competitive
17.27,16.77,15.89,decrease,1.0,Competitive
18.24,16.6,16.78,decrease,1.0,Competitive
71.81,71.28,66.07,decrease,1.0,Competitive
92.51,92.56,92.51,hold,1.0,Competitive
98.21,98.47,98.21,hold,1.0,Competitive
72.3,74.75,72.3,hold,0.999,Competitive
99.61,98.67,91.64,decrease,1.0,Competitive
94.71,90.47,87.13,decrease,1.0,Competitive
49.92,54.5,49.92,hold,1.0,Competitive
12.82,11.71,11.79,decrease,1.0,Competitive
94.71,94.06,87.13,decrease,1.0,Competitive
11.32,7.16,8.59,decrease,0.997,Overpriced
49.19,51.55,49.19,hold,0.999,Competitive
87.91,84.04,80.88,decrease,1.0,Competitive
28.55,26.99,26.27,decrease,1.0,Competitive
47.13,43.78,43.36,decrease,1.0,Competitive
57.76,56.55,53.14,decrease,1.0,Competitive
76.88,80.23,76.88,hold,0.999,Competitive
14.19,15.13,14.19,hold,1.0,Competitive
10.43,6.41,7.69,decrease,1.0,Overpriced
94.48,94.62,94.48,hold,0.999,Competitive
88.41,92.7,88.41,hold,0.999,Competitive
22.65,25.56,22.65,hold,0.998,Underpriced
13.32,16.07,14.65,increase,1.0,Underpriced
79.67,75.13,73.3,decrease,1.0,Competitive
79.71,83.1,79.71,hold,1.0,Competitive
15.46,19.32,15.46,hold,1.0,Underpriced
46.11,45.27,42.42,decrease,1.0,Competitive
38.28,40.49,38.28,hold,1.0,Competitive
64.53,60.56,59.37,decrease,1.0,Competitive
84.96,86.19,84.96,hold,1.0,Competitive
73.85,75.42,73.85,hold,1.0,Competitive
98.06,99.01,98.06,hold,1.0,Competitive
55.98,56.3,55.98,hold,1.0,Competitive
71.21,69.92,65.51,decrease,1.0,Competitive
87.91,83.27,80.88,decrease,1.0,Competitive
46.05,41.57,46.05,hold,0.994,Overpriced
90.39,89.05,90.39,hold,1.0,Competitive
87.91,89.96,87.91,hold,0.999,Competitive
82.95,86.59,82.95,hold,1.0,Competitive
64.69,63.32,59.51,decrease,1.0,Competitive
10.17,10.49,10.17,hold,0.999,Competitive
18.31,22.42,18.31,hold,0.998,Underpriced
97.96,102.09,97.96,hold,1.0,Competitive
43.36,41.61,39.89,decrease,1.0,Competitive
92.67,89.84,85.26,decrease,1.0,Competitive
47.94,46.82,44.11,decrease,1.0,Competitive
32.76,28.84,30.19,decrease,0.982,Overpriced
16.72,12.68,15.22,decrease,0.995,Overpriced
16.37,17.12,16.37,hold,0.999,Competitive
35.33,36.6,35.33,hold,1.0,Competitive
92.42,95.66,92.42,hold,1.0,Competitive
22.33,24.06,22.33,hold,0.999,Competitive
65.26,68.07,65.26,hold,0.999,Competitive
40.79,38.13,37.53,decrease,1.0,Competitive
29.86,25.7,27.47,decrease,0.999,Overpriced
24.6,27.86,24.6,hold,0.999,Underpriced
14.41,9.49,11.39,decrease,0.988,Overpriced
24.54,28.46,24.54,hold,1.0,Underpriced
18.3,18.61,18.3,hold,1.0,Competitive
94.56,94.44,87.0,decrease,1.0,Competitive
71.26,74.49,71.26,hold,1.0,Competitive
53.1,56.9,53.1,hold,1.0,Competitive
36.73,32.44,36.73,hold,0.994,Overpriced
12.39,12.02,11.4,decrease,1.0,Competitive
52.47,51.02,48.27,decrease,1.0,Competitive
25.77,29.93,25.77,hold,1.0,Underpriced
84.39,81.9,77.64,decrease,1.0,Competitive
92.88,89.41,85.45,decrease,1.0,Competitive
52.98,53.23,52.98,hold,1.0,Competitive
79.96,78.07,79.96,hold,1.0,Competitive
20.05,16.12,18.45,decrease,1.0,Overpriced
27.79,29.5,27.79,hold,0.999,Competitive
75.91,76.52,75.91,hold,1.0,Competitive
89.57,93.47,89.57,hold,0.999,Competitive
70.17,68.9,64.56,decrease,1.0,Competitive
16.31,14.09,15.01,decrease,0.993,Overpriced
85.78,84.22,85.78,hold,1.0,Competitive
85.99,83.33,79.11,decrease,1.0,Competitive
92.43,88.02,85.04,decrease,1.0,Competitive
79.24,74.69,72.9,decrease,1.0,Competitive
52.16,49.51,47.99,decrease,1.0,Competitive
45.36,45.14,41.73,decrease,1.0,Competitive
31.0,26.24,31.0,hold,0.994,Overpriced
42.11,41.95,38.74,decrease,1.0,Competitive
35.08,37.51,35.08,hold,0.999,Competitive
57.58,54.53,52.97,decrease,1.0,Competitive
88.29,89.51,88.29,hold,1.0,Competitive
36.26,37.35,36.26,hold,0.999,Competitive
88.83,91.91,88.83,hold,1.0,Competitive
33.33,37.12,36.66,increase,1.0,Underpriced
77.67,76.91,71.46,decrease,1.0,Competitive
11.26,10.39,10.36,decrease,1.0,Competitive
57.71,57.05,53.09,decrease,1.0,Competitive
59.08,55.09,54.35,decrease,1.0,Competitive
55.41,57.13,55.41,hold,1.0,Competitive
47.99,45.49,44.15,decrease,1.0,Competitive
37.14,41.47,37.14,hold,1.0,Underpriced
86.87,89.55,86.87,hold,1.0,Competitive
22.45,21.38,20.65,decrease,1.0,Competitive
10.12,13.7,10.12,hold,1.0,Underpriced
12.24,15.35,12.24,hold,0.998,Underpriced
45.43,46.48,49.97,increase,1.0,Competitive
50.09,45.8,46.08,decrease,1.0,Competitive
94.45,96.6,94.45,hold,1.0,Competitive
80.6,83.86,80.6,hold,0.999,Competitive
84.42,85.78,84.42,hold,1.0,Competitive
59.69,63.09,59.69,hold,1.0,Competitive
93.49,96.77,93.49,hold,0.999,Competitive
97.03,97.61,97.03,hold,1.0,Competitive
55.54,58.33,55.54,hold,1.0,Competitive
15.39,18.23,15.39,hold,0.996,Underpriced
36.3,39.78,36.3,hold,0.999,Competitive
43.77,48.17,43.77,hold,1.0,Competitive
53.51,51.59,49.23,decrease,1.0,Competitive
36.93,40.69,36.93,hold,0.999,Competitive
68.33,67.56,62.86,decrease,1.0,Competitive
55.8,55.81,55.8,hold,0.999,Competitive
24.78,21.8,22.8,decrease,1.0,Overpriced
38.9,37.68,35.79,decrease,1.0,Competitive
91.02,93.74,91.02,hold,0.999,Competitive
15.14,11.14,13.37,decrease,0.998,Overpriced
57.07,60.02,57.07,hold,0.999,Competitive
48.22,45.36,44.36,decrease,1.0,Competitive
90.13,86.78,82.92,decrease,1.0,Competitive
92.16,92.52,92.16,hold,0.999,Competitive
14.28,9.79,11.75,decrease,1.0,Overpriced
86.81,90.11,86.81,hold,1.0,Competitive
66.56,65.32,61.24,decrease,1.0,Competitive
16.91,18.37,16.91,hold,0.999,Competitive
34.51,33.54,31.75,decrease,1.0,Competitive
85.7,86.66,85.7,hold,1.0,Competitive
21.79,26.34,21.79,hold,0.999,Underpriced
45.37,41.25,41.74,decrease,0.999,Competitive
45.06,40.83,41.46,decrease,0.998,Overpriced
13.45,14.03,13.45,hold,1.0,Competitive
17.43,13.44,17.43,hold,0.994,Overpriced
45.26,47.49,45.26,hold,1.0,Competitive
46.54,50.38,46.54,hold,1.0,Competitive
35.47,30.88,35.47,hold,0.994,Overpriced
34.78,30.44,32.0,decrease,1.0,Overpriced
29.33,33.78,29.33,hold,0.999,Underpriced
46.58,48.34,51.24,increase,1.0,Competitive
24.11,24.45,24.11,hold,1.0,Competitive
16.56,17.41,16.56,hold,0.999,Competitive
65.55,65.41,60.31,decrease,1.0,Competitive
97.42,101.83,97.42,hold,0.999,Competitive
12.12,9.94,11.15,decrease,0.998,Overpriced
88.16,90.45,88.16,hold,1.0,Competitive
95.76,94.81,88.1,decrease,1.0,Competitive
91.06,95.28,91.06,hold,0.999,Competitive
69.23,73.99,69.23,hold,1.0,Competitive
99.25,101.65,99.25,hold,0.999,Competitive
48.26,50.19,48.26,hold,1.0,Competitive
32.44,28.73,32.44,hold,0.994,Overpriced
54.61,56.98,54.61,hold,0.999,Competitive
14.92,10.52,12.62,decrease,0.997,Overpriced
94.29,98.45,94.29,hold,1.0,Competitive
57.02,52.04,52.46,decrease,1.0,Competitive
82.77,84.62,82.77,hold,0.999,Competitive
81.08,85.43,81.08,hold,1.0,Competitive
65.64,70.46,65.64,hold,0.999,Competitive
63.63,65.94,63.63,hold,1.0,Competitive
12.27,16.48,12.27,hold,0.998,Underpriced
10.04,13.01,10.04,hold,0.999,Underpriced
43.08,38.96,39.64,decrease,0.999,Overpriced
50.61,53.19,50.61,hold,1.0,Competitive
87.27,90.52,87.27,hold,0.999,Competitive
81.01,85.66,81.01,hold,0.999,Competitive
10.96,11.66,10.96,hold,0.999,Competitive
46.63,42.59,42.9,decrease,1.0,Competitive
88.69,87.22,81.59,decrease,1.0,Competitive
28.61,27.02,26.32,decrease,1.0,Competitive
55.38,53.64,50.95,decrease,1.0,Competitive
98.24,95.95,90.38,decrease,1.0,Competitive
66.46,69.44,66.46,hold,1.0,Competitive
74.57,78.12,74.57,hold,0.998,Competitive
84.19,86.28,84.19,hold,0.999,Competitive
32.44,31.99,29.84,decrease,1.0,Competitive
10.19,8.91,9.37,decrease,1.0,Overpriced
46.85,48.34,46.85,hold,0.999,Competitive
12.95,10.75,11.92,decrease,0.997,Overpriced
17.32,18.64,17.32,hold,0.999,Competitive
25.22,23.24,25.22,hold,1.0,Competitive
52.58,55.0,52.58,hold,0.999,Competitive
19.49,16.98,17.93,decrease,1.0,Overpriced
37.49,39.36,37.49,hold,1.0,Competitive
35.26,30.51,32.46,decrease,0.993,Overpriced
74.61,77.69,74.61,hold,0.999,Competitive
67.83,63.38,62.4,decrease,1.0,Competitive
30.86,34.11,30.86,hold,1.0,Competitive
45.32,49.64,45.32,hold,0.999,Competitive
39.25,41.05,39.25,hold,0.999,Competitive
59.99,62.93,59.99,hold,0.999,Competitive
31.73,30.76,29.19,decrease,1.0,Competitive
38.17,35.65,35.12,decrease,1.0,Competitive
43.68,43.91,43.68,hold,1.0,Competitive
74.94,74.71,68.94,decrease,1.0,Competitive
70.58,71.3,70.58,hold,0.999,Competitive
64.68,64.29,59.51,decrease,1.0,Competitive
93.81,96.88,93.81,hold,1.0,Competitive
72.82,70.13,66.99,decrease,1.0,Competitive
90.58,86.64,83.33,decrease,1.0,Competitive
52.96,52.13,48.72,decrease,1.0,Competitive
60.17,63.6,60.17,hold,1.0,Competitive
60.32,62.18,60.32,hold,0.999,Competitive
59.44,55.0,54.68,decrease,1.0,Competitive
10.22,14.36,10.22,hold,0.999,Underpriced
15.19,18.5,15.19,hold,0.998,Underpriced
25.31,29.73,25.31,hold,0.998,Underpriced
45.53,40.7,41.89,decrease,1.0,Overpriced
70.94,73.78,70.94,hold,1.0,Competitive
63.17,60.91,58.12,decrease,1.0,Competitive
41.65,36.69,38.34,decrease,0.995,Overpriced
50.91,49.05,46.84,decrease,1.0,Competitive
49.14,51.37,49.14,hold,1.0,Competitive
69.96,66.2,64.36,decrease,1.0,Competitive
26.89,29.32,26.89,hold,0.999,Competitive
85.99,84.74,79.11,decrease,1.0,Competitive
19.32,22.61,19.32,hold,1.0,Underpriced
57.29,56.69,52.71,decrease,1.0,Competitive
30.56,32.23,30.56,hold,1.0,Competitive
46.46,42.59,42.74,decrease,1.0,Competitive
38.67,40.31,38.67,hold,0.999,Competitive
84.33,83.96,77.58,decrease,1.0,Competitive
50.56,50.3,46.52,decrease,1.0,Competitive
45.92,41.31,42.27,decrease,0.994,Overpriced
37.1,33.9,37.1,hold,1.0,Competitive
34.76,31.19,31.99,decrease,0.998,Overpriced
12.33,13.88,12.33,hold,0.999,Underpriced
49.92,50.37,49.92,hold,0.999,Competitive
94.42,91.02,86.87,decrease,1.0,Competitive
21.0,24.89,21.0,hold,0.998,Underpriced
99.46,101.54,99.46,hold,0.999,Competitive
19.62,15.12,18.06,decrease,0.997,Overpriced
95.72,98.42,95.72,hold,1.0,Competitive
82.03,77.89,75.47,decrease,1.0,Competitive
62.8,65.57,62.8,hold,1.0,Competitive
76.87,73.94,70.72,decrease,1.0,Competitive
69.71,71.23,69.71,hold,1.0,Competitive
93.05,97.74,93.05,hold,0.999,Competitive
76.68,72.59,70.55,decrease,1.0,Competitive
89.1,86.58,81.97,decrease,1.0,Competitive
54.42,55.98,54.42,hold,0.999,Competitive
38.61,42.19,38.61,hold,0.999,Competitive
79.06,76.26,72.74,decrease,1.0,Competitive
87.3,84.63,80.32,decrease,1.0,Competitive
69.87,71.86,69.87,hold,1.0,Competitive
17.74,15.27,16.32,decrease,0.998,Overpriced
13.91,13.87,13.91,hold,1.0,Competitive
36.07,35.74,33.18,decrease,1.0,Competitive
38.24,37.85,35.18,decrease,1.0,Competitive
35.07,39.14,35.07,hold,0.999,Underpriced
59.76,56.64,59.76,hold,1.0,Competitive
70.27,72.64,70.27,hold,1.0,Competitive
52.53,49.64,48.33,decrease,1.0,Competitive
59.99,62.16,59.99,hold,0.999,Competitive
70.67,67.33,65.02,decrease,1.0,Competitive
14.11,16.88,14.11,hold,0.999,Underpriced
60.27,57.16,55.45,decrease,1.0,Competitive
66.14,65.14,60.85,decrease,1.0,Competitive
13.99,18.75,13.99,hold,0.999,Underpriced
35.71,36.6,35.71,hold,1.0,Competitive
91.19,91.04,83.89,decrease,1.0,Competitive
88.98,87.84,81.86,decrease,1.0,Competitive
22.51,22.94,22.51,hold,0.998,Competitive
70.1,73.2,70.1,hold,0.999,Competitive
77.27,76.53,71.09,decrease,1.0,Competitive
81.25,77.45,74.75,decrease,1.0,Competitive
58.18,57.72,53.53,decrease,1.0,Competitive
60.72,61.33,60.72,hold,0.999,Competitive
44.32,40.98,40.77,decrease,1.0,Competitive
24.83,26.75,24.83,hold,0.999,Competitive
33.76,33.19,31.06,decrease,1.0,Competitive
16.95,13.64,15.63,decrease,0.973,Overpriced
57.01,61.43,57.01,hold,0.999,Competitive
38.09,38.41,38.09,hold,0.999,Competitive
19.49,19.54,19.49,hold,0.999,Competitive
78.36,77.34,72.09,decrease,1.0,Competitive
21.61,19.57,19.89,decrease,0.993,Overpriced
96.12,99.62,96.12,hold,0.999,Competitive
88.59,87.23,81.5,decrease,1.0,Competitive
84.19,83.18,77.45,decrease,1.0,Competitive
22.62,26.51,22.62,hold,0.998,Underpriced
51.34,56.02,51.34,hold,1.0,Competitive
53.75,53.56,49.45,decrease,1.0,Competitive
88.81,89.64,88.81,hold,1.0,Competitive
62.14,58.08,57.17,decrease,1.0,Competitive
83.76,82.56,77.06,decrease,1.0,Competitive
27.25,30.59,27.25,hold,0.999,Underpriced
52.51,48.61,48.31,decrease,1.0,Competitive
60.06,60.19,60.06,hold,0.999,Competitive
17.66,18.98,17.66,hold,1.0,Competitive
64.85,69.63,64.85,hold,0.999,Competitive
12.69,11.42,11.68,decrease,0.997,Overpriced
59.16,57.0,59.16,hold,1.0,Competitive
97.05,97.15,97.05,hold,1.0,Competitive
74.18,69.4,68.25,decrease,1.0,Competitive
70.69,67.59,65.03,decrease,1.0,Competitive
63.21,59.72,58.15,decrease,1.0,Competitive
70.61,74.59,70.61,hold,0.999,Competitive
18.37,17.87,16.9,decrease,1.0,Competitive
73.55,75.96,73.55,hold,0.999,Competitive
45.93,49.91,45.93,hold,0.999,Competitive
57.3,61.05,63.03,increase,1.0,Competitive
30.44,25.82,28.01,decrease,0.997,Overpriced
46.6,50.96,46.6,hold,0.999,Competitive
51.44,53.58,51.44,hold,1.0,Competitive
20.51,24.78,20.51,hold,0.997,Underpriced
46.92,45.04,43.17,decrease,1.0,Competitive
60.48,60.25,55.64,decrease,1.0,Competitive
72.66,71.5,66.85,decrease,1.0,Competitive
39.44,41.88,39.44,hold,0.999,Competitive
75.87,71.55,75.87,hold,1.0,Competitive
88.26,90.9,88.26,hold,1.0,Competitive
89.42,94.36,89.42,hold,1.0,Competitive
60.51,63.49,60.51,hold,0.999,Competitive
59.4,54.48,54.65,decrease,1.0,Competitive
67.57,70.07,67.57,hold,1.0,Competitive
83.57,78.86,83.57,hold,1.0,Competitive
18.01,18.07,18.01,hold,0.999,Competitive
44.93,40.6,41.36,decrease,0.992,Overpriced
41.53,39.24,41.53,hold,1.0,Competitive
60.86,65.14,60.86,hold,1.0,Competitive
43.43,40.73,39.96,decrease,1.0,Competitive
35.93,40.59,35.93,hold,0.996,Underpriced
41.17,38.94,41.17,hold,1.0,Competitive
54.32,52.31,49.97,decrease,1.0,Competitive
30.23,31.86,30.23,hold,0.998,Competitive
34.6,31.09,31.85,decrease,0.995,Overpriced
81.01,83.06,81.01,hold,0.999,Competitive
50.89,53.61,50.89,hold,1.0,Competitive
23.42,20.51,21.59,decrease,0.976,Overpriced
42.97,38.76,39.53,decrease,0.999,Overpriced
38.98,40.01,38.98,hold,1.0,Competitive
47.32,48.81,47.32,hold,0.999,Competitive
56.28,55.57,51.78,decrease,1.0,Competitive
48.7,46.71,44.8,decrease,1.0,Competitive
97.39,95.38,89.6,decrease,1.0,Competitive
93.11,91.23,85.66,decrease,1.0,Competitive
71.27,75.17,71.27,hold,1.0,Competitive
59.79,63.6,59.79,hold,1.0,Competitive
51.15,50.52,47.06,decrease,1.0,Competitive
61.69,60.86,56.75,decrease,1.0,Competitive
96.83,94.48,89.08,decrease,1.0,Competitive
90.72,93.68,90.72,hold,0.999,Competitive
98.57,103.46,98.57,hold,0.999,Competitive
29.07,32.46,29.07,hold,0.999,Underpriced
98.74,100.23,98.74,hold,1.0,Competitive
82.72,83.49,82.72,hold,1.0,Competitive
36.15,38.5,36.15,hold,1.0,Competitive
79.19,83.15,79.19,hold,1.0,Competitive
13.54,17.38,13.54,hold,0.999,Underpriced
96.92,99.07,96.92,hold,0.999,Competitive
49.75,51.92,49.75,hold,0.999,Competitive
29.3,26.12,29.3,hold,0.994,Overpriced
53.05,57.7,53.05,hold,1.0,Competitive
71.87,69.77,66.12,decrease,1.0,Competitive
86.31,84.68,79.41,decrease,1.0,Competitive
30.17,32.7,30.17,hold,1.0,Competitive
92.22,95.05,92.22,hold,0.999,Competitive
12.57,12.75,12.57,hold,1.0,Competitive
19.98,23.85,19.98,hold,0.999,Underpriced
20.45,20.46,20.45,hold,1.0,Competitive
74.48,72.62,68.52,decrease,1.0,Competitive
49.8,50.4,49.8,hold,0.999,Competitive
60.89,59.74,56.02,decrease,1.0,Competitive
39.91,42.26,39.91,hold,1.0,Competitive
25.25,27.11,25.25,hold,1.0,Competitive
98.56,94.68,98.56,hold,1.0,Competitive
71.53,68.88,71.53,hold,1.0,Competitive
63.77,62.02,58.67,decrease,1.0,Competitive
19.3,22.49,19.3,hold,1.0,Underpriced
29.4,34.37,29.4,hold,0.999,Underpriced
78.2,77.58,71.94,decrease,1.0,Competitive
42.76,38.3,39.34,decrease,0.999,Overpriced
71.86,67.01,66.11,decrease,1.0,Competitive
94.46,92.52,86.9,decrease,1.0,Competitive
97.92,98.68,97.92,hold,1.0,Competitive
74.33,74.05,68.38,decrease,1.0,Competitive
61.08,56.46,56.19,decrease,1.0,Competitive
31.47,32.1,31.47,hold,1.0,Competitive
82.57,84.63,82.57,hold,1.0,Competitive
83.34,87.37,83.34,hold,0.999,Competitive
26.69,23.01,24.57,decrease,0.993,Overpriced
22.44,19.78,20.65,decrease,0.998,Overpriced
73.64,78.29,73.64,hold,0.999,Competitive
61.18,64.26,61.18,hold,1.0,Competitive
80.33,75.44,73.9,decrease,1.0,Competitive
40.76,42.92,40.76,hold,1.0,Competitive
84.02,80.17,77.3,decrease,1.0,Competitive
22.2,24.23,22.2,hold,0.999,Competitive
70.34,68.85,64.71,decrease,1.0,Competitive
51.38,54.97,51.38,hold,1.0,Competitive
15.28,13.35,14.06,decrease,1.0,Overpriced
55.55,57.5,55.55,hold,1.0,Competitive
88.91,91.04,88.91,hold,1.0,Competitive
70.83,68.66,65.16,decrease,1.0,Competitive
46.75,49.03,46.75,hold,0.999,Competitive
83.83,79.5,77.12,decrease,1.0,Competitive
84.6,88.74,84.6,hold,1.0,Competitive
42.02,45.76,42.02,hold,0.999,Competitive
69.54,68.16,63.98,decrease,1.0,Competitive
81.36,83.8,81.36,hold,1.0,Competitive
68.95,65.5,63.43,decrease,1.0,Competitive
54.04,50.64,49.72,decrease,1.0,Competitive
93.68,96.78,93.68,hold,0.999,Competitive
11.49,9.7,10.57,decrease,0.999,Overpriced
96.11,96.58,96.11,hold,1.0,Competitive
35.65,31.77,32.81,decrease,0.997,Overpriced
77.4,76.36,71.21,decrease,1.0,Competitive
73.35,72.61,67.48,decrease,1.0,Competitive
13.08,14.83,13.08,hold,0.999,Underpriced
78.69,81.44,78.69,hold,1.0,Competitive
14.11,15.43,14.11,hold,1.0,Competitive
51.94,50.58,47.78,decrease,1.0,Competitive
46.47,48.89,46.47,hold,0.998,Competitive
55.06,52.84,50.66,decrease,1.0,Competitive
40.31,40.01,37.09,decrease,1.0,Competitive
79.4,80.76,79.4,hold,0.999,Competitive
63.44,64.37,63.44,hold,1.0,Competitive
89.4,91.31,89.4,hold,1.0,Competitive
15.11,19.53,15.11,hold,0.999,Underpriced
49.56,44.79,45.61,decrease,0.997,Overpriced
14.78,14.09,13.6,decrease,1.0,Competitive
52.24,53.73,52.24,hold,0.999,Competitive
30.87,31.52,30.87,hold,0.999,Competitive
67.5,71.44,67.5,hold,0.999,Competitive
12.46,8.76,10.51,decrease,0.967,Overpriced
12.03,16.88,12.03,hold,1.0,Underpriced
10.3,10.46,10.3,hold,0.999,Competitive
87.51,87.79,87.51,hold,1.0,Competitive
47.46,47.47,47.46,hold,1.0,Competitive
75.11,77.2,75.11,hold,1.0,Competitive
15.31,18.05,15.31,hold,1.0,Underpriced
49.05,48.75,45.13,decrease,1.0,Competitive
40.96,45.12,45.06,increase,1.0,Competitive
47.5,44.97,43.7,decrease,1.0,Competitive
93.69,88.76,86.2,decrease,1.0,Competitive
23.92,22.7,22.01,decrease,1.0,Competitive
23.16,24.2,23.16,hold,1.0,Competitive
65.43,68.61,65.43,hold,1.0,Competitive
28.32,24.78,26.05,decrease,1.0,Overpriced
15.91,17.98,15.91,hold,0.999,Underpriced
99.84,98.76,91.85,decrease,1.0,Competitive
82.74,85.39,82.74,hold,0.999,Competitive
66.04,66.49,66.04,hold,0.999,Competitive
74.83,78.88,74.83,hold,0.999,Competitive
89.53,85.41,89.53,hold,1.0,Competitive
17.04,19.24,17.04,hold,0.999,Underpriced
17.98,17.85,16.54,decrease,1.0,Competitive
22.41,21.41,22.41,hold,1.0,Competitive
10.29,9.91,9.47,decrease,1.0,Competitive
46.09,46.64,46.09,hold,1.0,Competitive
23.2,23.29,23.2,hold,1.0,Competitive
65.03,61.48,59.83,decrease,1.0,Competitive
28.2,24.97,25.95,decrease,0.998,Overpriced
94.7,90.99,87.12,decrease,1.0,Competitive
47.48,47.1,43.68,decrease,1.0,Competitive
31.09,31.52,31.09,hold,1.0,Competitive
79.11,80.25,79.11,hold,1.0,Competitive
76.23,73.73,70.13,decrease,1.0,Competitive
13.98,13.16,12.86,decrease,1.0,Competitive
75.86,76.13,75.86,hold,0.999,Competitive
46.25,50.93,46.25,hold,0.999,Competitive
51.44,52.14,51.44,hold,1.0,Competitive
17.64,13.87,16.23,decrease,0.998,Overpriced
35.31,39.53,35.31,hold,1.0,Underpriced
36.1,36.39,36.1,hold,0.999,Competitive
46.0,44.17,42.32,decrease,1.0,Competitive
31.2,32.64,31.2,hold,1.0,Competitive
22.72,25.18,22.72,hold,1.0,Competitive
61.0,58.1,56.12,decrease,1.0,Competitive
34.05,31.38,31.33,decrease,1.0,Competitive
18.67,21.86,18.67,hold,0.998,Underpriced
17.72,22.38,17.72,hold,1.0,Underpriced
54.93,55.26,54.93,hold,1.0,Competitive
69.97,74.96,69.97,hold,0.999,Competitive
61.13,58.21,56.24,decrease,1.0,Competitive
46.68,47.73,46.68,hold,1.0,Competitive
44.36,40.8,44.36,hold,1.0,Competitive
87.99,87.32,80.95,decrease,1.0,Competitive
11.16,7.34,8.81,decrease,0.997,Overpriced
90.6,89.03,83.35,decrease,1.0,Competitive
37.4,32.91,34.41,decrease,1.0,Overpriced
98.84,101.04,98.84,hold,1.0,Competitive
36.68,38.35,36.68,hold,1.0,Competitive
73.5,71.11,67.62,decrease,1.0,Competitive
18.05,19.19,18.05,hold,0.998,Competitive
75.21,78.73,75.21,hold,1.0,Competitive
80.95,79.68,74.47,decrease,1.0,Competitive
17.89,17.13,16.46,decrease,1.0,Competitive
22.86,26.6,22.86,hold,0.998,Underpriced
25.22,26.66,25.22,hold,1.0,Competitive
60.18,63.95,60.18,hold,0.999,Competitive
99.24,99.26,99.24,hold,1.0,Competitive
74.12,78.42,74.12,hold,0.999,Competitive
44.04,40.12,40.52,decrease,1.0,Competitive
66.28,66.73,66.28,hold,1.0,Competitive
58.02,58.16,58.02,hold,0.999,Competitive
25.27,20.27,23.25,decrease,1.0,Overpriced
